periodo_denuncia,anio_denuncia,fecha_descarga,distrito_fiscal,especialidad,tipo_caso,generico,subgenerico,articulo,des_articulo,cantidad,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD SEXUAL,175,Violación sexual mediante engaño,15,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD SEXUAL,176,"Tocamientos, actos de connotación sexual o actos libidinosos sin consentimiento",22,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD SEXUAL,176-A,"Tocamientos, actos de connotación sexual o actos libidinosos en agravio de menores",27,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD SEXUAL,176-B,Acoso sexual,11,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD SEXUAL,176-C,Chantaje sexual,4,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD SEXUAL,177,Formas agravadas,4,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA LIBERTAD,VIOLACION DE LA LIBERTAD SEXUAL,S/Art,VIOLACIÓN DE LA LIBERTAD SEXUAL,37,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,CONTRA EL ORDEN MIGRATORIO,303-A,Tráfico ilícito de migrantes,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",286,Contaminación o adulteración de bienes o insumos destinados al uso o consumo humano y alteración de la fecha de vencimiento,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",287,Contaminación o adulteración de alimentos o bebidas y alteración de la fecha de vencimiento,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",292,Violación de medidas sanitarias,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",294-B,"Comercialización de productos farmacéuticos, dispositivos médicos o productos sanitarios sin garantía de buen estado",6,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",296,Promoción o favorecimiento al Tráfico Ilícito de Drogas y otros,56,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",296-C,Penalización de la resiembra,23,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",297,Formas agravadas,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",298,Microcomercialización o microproducción,10,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION, TRAFICO ILICITO DE DROGAS)",S/Art,DELITOS CONTRA LA SALUD PÚBLICA,4,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,CONTRA LA SEGURIDAD PUBLICA (Sin especificar delito subgenérico),S/Art,DELITO CONTRA LA SEGURIDAD PÚBLICA,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LOS MEDIOS DE TRANSP., COMUNIC. Y OTROS SERV. PÚBLICOS",283,Entorpecimiento al funcionamiento de servicios públicos,11,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,"CONTRA LOS MEDIOS DE TRANSP., COMUNIC. Y OTROS SERV. PÚBLICOS",S/Art,"DELITOS CONTRA LOS MEDIOS DE TRANSPORTE, COMUNICACIÓN Y OTROS SERVICIOS PÚBLICOS",1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,273,Peligro por medio de incendio o explosión,16,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,273-A,Producción de peligro en el servicio público de transporte de pasajeros,8,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,274,Conducción en estado de ebriedad o drogadicción,557,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,279,"Fabricación, suministro o tenencia de materiales peligrosos",4,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,279-A,"Producción, desarrollo y comercialización ilegal de armas químicas",2,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,279-B,Sustracción o arrebato de armas de fuego,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,279-C,Tráfico de productos pirotécnicos,2,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,279-F,Uso de armas en estado de ebriedad o drogadicción,2,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,279-G,"Fabricación, comercialización, uso o porte de armas",16,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA SEGURIDAD PUBLICA,DELITO DE PELIGRO COMUN,S/Art,DELITOS DE PELIGRO COMÚN ,22,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA TRANQUILIDAD PUBLICA,CONTRA LA TRANQUILIDAD PUBLICA (Sin especificar delito subgenérico),S/Art,DELITOS CONTRA LA TRANQUILIDAD PUBLICA,4,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA TRANQUILIDAD PUBLICA,DELITOS CONTRA LA PAZ PUBLICA,315,Disturbios,79,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA TRANQUILIDAD PUBLICA,DELITOS CONTRA LA PAZ PUBLICA,315-A,Delito de grave perturbación de la tranquilidad pública,2,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA TRANQUILIDAD PUBLICA,DELITOS CONTRA LA PAZ PUBLICA,316,Apología,2,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA TRANQUILIDAD PUBLICA,DELITOS CONTRA LA PAZ PUBLICA,317,Organización Criminal,17,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA TRANQUILIDAD PUBLICA,DELITOS CONTRA LA PAZ PUBLICA,317-B,Banda Criminal,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA TRANQUILIDAD PUBLICA,DELITOS CONTRA LA PAZ PUBLICA,318,Ofensas a la memoria de los muertos,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA TRANQUILIDAD PUBLICA,DELITOS CONTRA LA PAZ PUBLICA,S/Art,DELITOS CONTRA LA PAZ PÚBLICA,14,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,ABORTO,114,Autoaborto,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,ABORTO,116,Aborto sin consentimiento,2,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,ABORTO,S/Art,ABORTO,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,CONTRA LA VIDA/EL CUERPO Y LA SALUD (Sin especificar delito subgenérico),S/Art,"DELITOS CONTRA LA VIDA, EL CUERPO Y  LA  SALUD",50,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO,125,Exposición o abandono peligrosos,4,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO,127,Omisión de auxilio o aviso a la autoridad,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO,128,Exposición a peligro de persona dependiente,3,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO,S/Art,EXPOSICIÓN A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO,2,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,106,Homicidio Simple,139,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,107,Parricidio,4,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,108,Homicidio calificado,16,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,108-A,Homicidio Calificado por la Condición de la víctima,7,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,108-B,Feminicidio,10,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,111,Homicidio Culposo,91,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,HOMICIDIO,S/Art,HOMICIDIO,48,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,LESIONES,121,Lesiones graves,51,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,LESIONES,121-B,Lesiones graves por violencia contra las mujeres e integrantes del grupo familiar,5,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,LESIONES,122,Lesiones leves,214,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,LESIONES,122-B,Agresiones en contra de las mujeres o integrantes del grupo familiar,2096,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,LESIONES,123,Lesiones preterintencionales con resultado fortuito,2,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,LESIONES,124,Lesiones Culposas,185,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,LESIONES,124-A,Daños al Concebido,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VIDA/EL CUERPO Y LA SALUD,LESIONES,S/Art,LESIONES,159,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VOLUNTAD POPULAR,DELITOS CONTRA EL DERECHO AL SUFRAGIO,354,Perturbación o impedimento de proceso electoral,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VOLUNTAD POPULAR,DELITOS CONTRA EL DERECHO AL SUFRAGIO,358,Publicidad ilegal del sentido del voto,3,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LA VOLUNTAD POPULAR,DELITOS CONTRA EL DERECHO AL SUFRAGIO,359,Atentados contra el derecho de sufragio,3,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LOS DERECHOS INTELECTUALES,CONTRA LA PROPIEDAD INDUSTRIAL,222,Fabricación o uso no autorizado de patente,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,CONTRA LOS DERECHOS INTELECTUALES,CONTRA LA PROPIEDAD INDUSTRIAL,225,Condición y grado de participación del agente,2,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,D.LEG. 1106 LAVADO DE ACTIVOS,LAVADO DE ACTIVOS,1,Actos de conversión y transferencia,15,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,D.LEG. 1106 LAVADO DE ACTIVOS,LAVADO DE ACTIVOS,2,Actos de ocultamiento y tenencia,2,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,D.LEG. 1106 LAVADO DE ACTIVOS,LAVADO DE ACTIVOS,3,"Transporte, traslado, ingreso o salida por territorio nacional de dinero o títulos valores de origen ilícito",6,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,DELITOS ADUANEROS (LEY 28008),CONTRABANDO (D.ADUAN.),2,Modalidades de contrabando,52,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,DELITOS ADUANEROS (LEY 28008),DEFRAUDACIÓN DE RENTAS DE ADUANA,5,Modalidades de defraudación de rentas de aduana,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,308,Tráfico ilegal de especies de flora y fauna silvestre,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,308-C,Depredación de flora y fauna silvestre,2,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,310,Delitos contra los bosques o formaciones boscosas,2,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,310-A,Tráfico ilegal de productos forestales maderables,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS CONTRA LOS RECURSOS NATURALES,313,Alteración del ambiente o paisaje,3,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,304,Contaminación del ambiente,8,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,306,Incumplimiento de las normas relativas al manejo de residuos sólidos,2,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,307,Tráfico ilegal de residuos peligrosos,2,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,307-A,Delito de minería ilegal,46,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,307-E,Tráfico ilícito de insumos químicos y maquinarias destinados a minería ilegal,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS CONTRA DATOS Y SISTEMAS INFORMATICOS,2,Acceso Ilícito,3,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA EL PATRIMONIO,8,Fraude informático,62,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA EL PATRIMONIO,S/Art,DELITOS INFORMÁTICOS CONTRA EL PATRIMONIO,1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA LA FE PUBLICA,9,Suplantación de identidad,13,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA LA INDEMNIDAD Y LIBERTAD SEXUALES,5,"Proposiciones a niños, niñas y adolescentes con fines sexuales por medios tecnológicos",1,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DISPOSICIONES COMUNES,10,Abuso de mecanismos y dispositivos informáticos,4,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,PUNO,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS","LEY Nº 30096, LEY DE DELITOS INFORMATICOS (Sin especificar delito subgenérico)",S/Art,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",16,210101,PUNO,PUNO,PUNO,19/06/2023
ENERO - MAYO,2023,06/06/2023,SAN MARTIN,PENAL,DENUNCIA,CONTRA EL HONOR,"INJURIA,CALUMNIA Y DIFAMACION",131,Calumnia,3,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,19/06/2023
ENERO - MAYO,2023,06/06/2023,SAN MARTIN,PENAL,DENUNCIA,CONTRA EL HONOR,"INJURIA,CALUMNIA Y DIFAMACION",132,Difamación,5,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,19/06/2023
ENERO - MAYO,2023,06/06/2023,SAN MARTIN,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,"ACAPARAMIENTO, ESPECULACION, ADULTERACION",234,Especulación,1,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,19/06/2023
ENERO - MAYO,2023,06/06/2023,SAN MARTIN,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,251-A,Uso indebido de información privilegiada-Formas agravadas,1,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,19/06/2023
ENERO - MAYO,2023,06/06/2023,SAN MARTIN,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,252,Fabricación y falsificación de moneda de curso legal,4,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,19/06/2023
ENERO - MAYO,2023,06/06/2023,SAN MARTIN,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,254,Tráfico de moneda falsa,8,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,19/06/2023
ENERO - MAYO,2023,06/06/2023,SAN MARTIN,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,256,Alteración de billetes o monedas,1,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,19/06/2023
ENERO - MAYO,2023,06/06/2023,SAN MARTIN,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,257-A,Formas agravadas,1,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,19/06/2023
ENERO - MAYO,2023,06/06/2023,SAN MARTIN,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,189-A,Hurto de ganado,19,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,19/06/2023
ENERO - MAYO,2023,06/06/2023,SAN MARTIN,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,189-B,Hurto de uso de ganado,1,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,19/06/2023
ENERO - MAYO,2023,06/06/2023,SAN MARTIN,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,189-C,Robo de ganado ,2,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,19/06/2023
ENERO - MAYO,2023,06/06/2023,SAN MARTIN,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,190,Apropiación ilícita común,106,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,19/06/2023
ENERO - MAYO,2023,06/06/2023,SAN MARTIN,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,191,Sustracción de bien propio,1,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,19/06/2023
ENERO - MAYO,2023,06/06/2023,SAN MARTIN,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,192,Apropiación irregular,4,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,19/06/2023
ENERO - MAYO,2023,06/06/2023,SAN MARTIN,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,205,Daño simple,165,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,19/06/2023
